YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Air_Pressure,Air_Temperature,CurrDir010,CurrDir020,CurrDir_DCS,CurrSp010,CurrSp020,CurrSp_DCS,Salinity_0m,Salinity_10m,Salinity_20m,Watertemp_0m,Watertemp_10m,Watertemp_20m,WindDirectionGill,WindSpeedGill
1,7,,2014,7,0,0,101.621.094,4.746.094,22.078.125,11.390.625,21.515.625,10.9375,1.347.656,1,25,3.534.912,1.230.469,1.921.875,1.777.148,9.070.313,392.578
1,7,,2014,8,0,0,101.660.156,4.746.094,213.75,984.375,18.140.625,742.188,1.542.969,1,25,3.539.673,12.5,1.921.875,1.803.369,90,363.281
1,7,,2014,9,0,0,101.689.453,4.749.756,2.615.625,984.375,2.221.875,410.156,1.796.875,1,25,3.559.448,1.191.406,19.125,1.839.111,8.578.125,292.969
1,7,,2014,10,0,0,101.738.281,4.752.197,2.109.375,1.265.625,146.25,546.875,2.207.031,1,25,352.832,1.191.406,1.921.875,1.743.311,8.578.125,369.141
1,7,,2014,11,0,0,101.757.813,4.752.197,22.921.875,9.984.375,4.359.375,449.219,1.132.813,1,25,3.535.645,1.191.406,19.5,1.801.611,6.890.625,597.656
1,7,,2014,12,0,0,101.738.281,473.999,331.875,9.140.625,253.125,371.094,1.699.219,1,25,3.524.292,1.191.406,196.875,1.716.211,6.820.313,673.828
1,7,,2014,13,0,0,101.728.516,4.746.094,27.421.875,157.5,2.221.875,644.531,9.375,1,25,3.535.278,1.152.344,1.978.125,1.798.535,7.171.875,533.203
1,7,,2014,14,0,0,101.708.984,4.746.094,281.25,15.890.625,27.703.125,839.844,820.313,1,25,3.542.236,1.123.047,1.978.125,1.825.635,10.265.625,568.359
1,7,,2014,15,0,0,101.660.156,4.741.821,2.896.875,11.390.625,26.859.375,1.230.469,15.625,1,25,35.448,1.152.344,19.875,1.825.488,10.898.438,626.953
1,7,,2014,16,0,0,101.601.563,4.747.925,292.5,225,27.984.375,1.210.938,19.980.469,1,25,3.546.265,1.152.344,1.996.875,1.833.545,1.096.875,679.688
1,7,,2014,17,0,0,1.015.625,4.752.197,26.296.875,225,27.421.875,1.269.531,19.980.469,1,25,35.448,1.162.109,1.978.125,1.810.986,106.875,708.984
1,7,,2014,18,0,0,101.523.438,4.758.301,264.375,225,292.5,761.719,19.980.469,1,25,3.541.138,1.064.453,1.959.375,1.807.617,10.054.688,802.734
1,7,,2014,19,0,0,101.484.375,4.746.094,29.390.625,225,27.140.625,1.132.813,19.980.469,1,25,3.543.335,1.103.516,193.125,181.084,9.703.125,697.266
1,7,,2014,20,0,0,101.455.078,4.746.094,298.125,225,281.25,15.625,19.980.469,1,25,3.540.405,1.113.281,1.903.125,1.803.223,9.773.438,738.281
1,7,,2014,21,0,0,101.484.375,4.752.197,28.828.125,225,28.265.625,2.070.313,19.980.469,1,25,3.529.053,1.064.453,1.865.625,1.801.172,10.335.938,703.125
1,7,,2014,22,0,0,101.503.906,4.758.301,3.009.375,225,28.546.875,2.597.656,19.980.469,1,25,3.532.715,1.054.688,185.625,1.759.863,9.421.875,691.406
1,7,,2014,23,0,0,101.503.906,4.755.859,3.009.375,28.546.875,2.840.625,2.636.719,7.8125,1,25,3.533.081,1.074.219,185.625,1.747.852,9.210.938,826.172
1,8,,2014,0,0,0,101.523.438,4.755.859,30.515.625,30.515.625,2.953.125,25,1.503.906,1,25,3.525.024,957.031,18.375,1.720.459,8.859.375,732.422
1,8,,2014,1,0,0,101.552.734,4.746.094,29.390.625,31.640.625,28.265.625,28.125,1.074.219,1,25,3.525.391,1.298.828,181.875,171.416,871.875,791.016
1,8,,2014,2,0,0,101.533.203,4.758.301,30.234.375,31.921.875,292.5,3.457.031,1.367.188,1,25,3.528.687,976.563,1.828.125,1.745.361,8.296.875,515.625
1,8,,2014,3,0,0,101.494.141,4.758.301,281.25,225,275.625,2.226.563,19.980.469,1,25,3.525.391,1.074.219,1.809.375,1.667.139,78.75,574.219
1,8,,2014,4,0,0,101.435.547,4.763.794,2.953.125,225,29.109.375,3.046.875,19.980.469,1,25,3.537.109,1.152.344,18.375,1.799.268,7.945.313,585.938
1,8,,2014,5,0,0,101.386.719,4.758.301,29.671.875,225,29.179.688,3.310.547,19.980.469,1,25,3.527.588,10.9375,181.875,1.611.328,8.226.563,536.133
1,8,,2014,6,0,0,101.386.719,4.768.066,298.125,225,292.5,3.574.219,19.980.469,1,25,3.515.503,1.035.156,1.828.125,166.377,8.507.813,486.328
1,8,,2014,7,0,0,101.435.547,477.417,3.009.375,225,2.671.875,3.496.094,19.980.469,1,25,3.515.869,976.563,181.875,1.620.996,8.015.625,457.031
1,8,,2014,8,0,0,101.474.609,4.763.794,3.009.375,225,27.984.375,3.261.719,19.980.469,1,25,3.500.854,1.074.219,1.809.375,164.707,6.820.313,667.969
1,8,,2014,9,0,0,101.533.203,4.776.001,31.078.125,225,281.25,3.339.844,19.980.469,1,25,3.503.418,1.162.109,18,1.577.637,7.382.813,644.531
1,8,,2014,10,0,0,101.611.328,4.777.832,31.640.625,225,25.171.875,2.851.563,19.980.469,1,25,3.512.939,1.152.344,1.790.625,163.374,73.125,732.422
1,8,,2014,11,0,0,101.611.328,4.766.235,3.065.625,225,264.375,3.925.781,19.980.469,1,25,3.513.672,1.123.047,1.790.625,1.651.025,646.875,732.422
1,8,,2014,12,0,0,101.582.031,4.769.897,31.640.625,225,270,3.242.188,19.980.469,1,25,3.515.869,1.044.922,18,1.658.936,67.5,826.172
1,8,,2014,13,0,0,101.601.563,4.763.794,31.921.875,225,3.065.625,4.570.313,19.980.469,1,25,3.531.982,1.152.344,1.865.625,1.831.201,703.125,714.844
1,8,,2014,14,0,0,101.552.734,4.761.963,309.375,225,30.515.625,5.117.188,19.980.469,1,25,3.533.447,1.152.344,1.903.125,1.831.055,8.929.688,550.781
1,8,,2014,15,0,0,101.464.844,4.777.832,3.009.375,225,2.953.125,4.726.563,19.980.469,1,25,3.522.095,1.035.156,1.846.875,1.816.113,9.632.813,796.875
1,8,,2014,16,0,0,101.396.484,477.417,29.671.875,225,286.875,4.199.219,19.980.469,1,25,3.519.531,976.563,189.375,1.743.604,9.351.563,849.609
1,8,,2014,17,0,0,101.337.891,4.752.197,298.125,225,29.390.625,4.257.813,19.980.469,1,25,3.521.362,1.035.156,1.940.625,1.721.191,9.914.063,796.875
1,8,,2014,18,0,0,101.240.234,4.771.729,30.515.625,225,28.265.625,4.199.219,19.980.469,1,25,3.508.545,1.064.453,1.921.875,1.687.646,9.140.625,990.234
1,8,,2014,19,0,0,101.230.469,4.776.001,30.796.875,225,27.984.375,4.042.969,19.980.469,1,25,352.832,1.015.625,1.903.125,1.691.455,90,972.656
1,8,,2014,20,0,0,101.230.469,477.417,31.078.125,225,292.5,4.433.594,19.980.469,1,25,3.526.489,2.226.563,18.375,1.685.303,9.140.625,925.781
1,8,,2014,21,0,0,1012.5,4.777.832,309.375,225,27.421.875,4.199.219,19.980.469,1,25,3.511.841,507.813,17.625,1.653.662,871.875,890.625
1,8,,2014,22,0,0,101.289.063,4.771.729,298.125,225,26.578.125,4.179.688,19.980.469,1,25,3.508.911,1.113.281,1.715.625,166.875,9.070.313,738.281
1,8,,2014,23,0,0,101.328.125,477.417,3.065.625,225,286.875,4.648.438,19.980.469,1,25,3.513.306,1.035.156,16.875,1.654.688,7.664.063,925.781
1,9,,2014,0,0,0,101.337.891,4.785.767,30.234.375,225,281.25,4.277.344,19.980.469,1,25,3.516.968,1.054.688,1.659.375,1.653.662,7.171.875,972.656
1,9,,2014,1,0,0,101.298.828,4.799.805,298.125,225,264.375,4.433.594,19.980.469,1,25,350.708,1.044.922,1.640.625,1.617.188,6.679.688,902.344
1,9,,2014,2,0,0,101.308.594,4.777.832,2.953.125,225,26.859.375,3.632.813,19.980.469,1,25,3.502.319,1.113.281,16.125,1.608.838,6.890.625,873.047
1,9,,2014,3,0,0,101.269.531,4.796.143,30.515.625,225,29.109.375,4.023.438,19.980.469,1,25,3.506.714,1.015.625,1.621.875,1.607.373,7.453.125,767.578
1,9,,2014,4,0,0,101.240.234,4.793.701,30.796.875,225,28.546.875,37.5,19.980.469,1,25,3.503.052,1.044.922,16.125,1.613.965,6.820.313,884.766
1,9,,2014,5,0,0,101.191.406,4.788.208,3.065.625,225,29.390.625,4.003.906,19.980.469,1,25,3.503.418,1.025.391,1.621.875,1.611.768,6.960.938,931.641
1,9,,2014,6,0,0,101.181.641,4.788.208,31.429.688,225,29.953.125,3.876.953,19.980.469,1,25,3.505.981,1.020.508,1.640.625,1.631.689,6.890.626,9.4043
1,9,,2014,7,0,0,101.210.938,479.187,32.203.125,225,30.515.625,37.5,19.980.469,1,25,3.507.813,1.015.625,163.125,1.632.861,6.820.313,949.219
1,9,,2014,8,0,0,101.259.766,4.796.143,29.671.875,225,30.234.375,3.730.469,19.980.469,1,25,3.505.981,1.074.219,16.5,1.633.887,6.539.063,837.891
1,9,,2014,9,0,0,101.347.656,4.788.208,31.921.875,225,31.359.375,3.789.063,19.980.469,1,25,3.507.446,986.328,1.696.875,1.636.816,7.171.875,802.734
1,9,,2014,10,0,0,101.416.016,479.187,30.234.375,225,29.671.875,2.988.281,19.980.469,1,25,3.512.573,1.035.156,1.696.875,1.670.068,6.679.688,837.891
1,9,,2014,11,0,0,101.425.781,4.812.012,29.671.875,225,275.625,3.027.344,19.980.469,1,25,3.505.249,2.490.234,1.659.375,1.645.898,646.875,867.188
1,9,,2014,12,0,0,101.445.313,4.807.739,31.078.125,225,2.840.625,3.554.688,19.980.469,1,25,3.497.192,1.162.109,1.678.125,1.568.555,67.5,744.141
1,9,,2014,13,0,0,101.474.609,4.788.208,31.640.625,225,27.140.625,4.003.906,19.980.469,1,25,3.515.137,1.103.516,1.734.375,1.654.688,703.125,708.984
1,9,,2014,14,0,0,101.445.313,4.769.897,298.125,225,29.953.125,4.765.625,19.980.469,1,25,3.506.714,1.103.516,1.809.375,1.718.555,9.070.313,597.656
1,9,,2014,15,0,0,101.416.016,4.769.897,3.009.375,225,309.375,3.242.188,19.980.469,1,25,3.529.419,751.953,18.375,1.687.207,10.265.625,732.422
1,9,,2014,16,0,0,101.347.656,4.777.832,3.009.375,225,28.265.625,3.574.219,19.980.469,1,25,3.496.094,1.015.625,181.875,1.621.436,9.703.125,773.438
1,9,,2014,17,0,0,101.279.297,4.788.208,3.178.125,225,292.5,4.335.938,19.980.469,1,25,3.500.122,1.015.625,1.790.625,1.569.727,9.492.188,808.594
1,9,,2014,18,0,0,101.259.766,479.187,32.203.125,225,286.875,390.625,19.980.469,1,25,3.546.631,292.969,1.790.625,1.740.674,9.070.313,931.641
1,9,,2014,19,0,0,101.210.938,4.799.805,30.515.625,225,31.640.625,4.296.875,19.980.469,1,25,3.508.911,292.969,1.790.625,1.742.578,984.375,644.531
1,9,,2014,20,0,0,101.269.531,4.783.936,3.009.375,225,292.5,3.613.281,19.980.469,1,25,3.501.587,996.094,1.771.875,1.692.773,9.210.938,580.078
1,9,,2014,21,0,0,101.279.297,4.785.767,30.234.375,225,298.125,3.457.031,19.980.469,1,25,3.518.066,1.103.516,17.625,1.763.086,9.070.313,820.313
1,9,,2014,22,0,0,101.357.422,4.788.208,292.5,225,29.953.125,2.421.875,19.980.469,1,25,3.480.347,1.445.313,1.734.375,1.688.818,9.984.375,638.672
1,9,,2014,23,0,0,101.386.719,4.797.974,29.953.125,225,31.640.625,3.261.719,19.980.469,1,25,3.508.179,917.969,1.790.625,1.722.949,9.210.938,791.016
2014,1,10,0,0,0,101.455.078,21.125,303.75,30.796.875,28.828.125,3.085.938,2.929.688,15.625,25,3.555.786,3.543.335,17.625,1.719.727,1.542.334,9.210.938,755.859
2014,1,10,1,0,0,101.513.672,20.375,29.671.875,303.75,2.728.125,3.183.594,2.304.688,1.367.188,25,355.835,3.540.039,174.375,1.703.027,1.511.865,984.375,369.141
2014,1,10,2,0,0,101.513.672,20.25,29.109.375,2.953.125,29.671.875,2.988.281,2.421.875,1.367.188,25,3.568.237,3.539.307,17.25,1.713.281,1.505.713,9.773.438,486.328
2014,1,10,3,0,0,101.464.844,19.75,29.671.875,292.5,2.615.625,2.675.781,2.304.688,976.563,25,3.548.462,3.557.251,170.625,1.669.922,1.620.996,95.625,521.484
2014,1,10,4,0,0,101.416.016,20.375,3.009.375,29.671.875,27.140.625,3.535.156,2.675.781,1.171.875,25,3.572.266,3.538.574,170.625,1.750.195,1.482.861,8.296.875,486.328
2014,1,10,5,0,0,101.396.484,21.125,3.065.625,29.390.625,31.921.875,3.398.438,234.375,15.625,25,3.564.575,3.544.067,17.25,1.747.412,1.504.248,7.734.375,556.641
2014,1,10,6,0,0,101.347.656,20.375,29.390.625,28.828.125,315,34.375,2.363.281,1.367.188,25,3.569.702,3.544.434,17.25,171.416,1.547.754,8.929.688,521.484
2014,1,10,7,0,0,101.357.422,20.375,29.390.625,28.898.438,31.289.063,3.632.813,2.285.156,1.269.532,25,3.563.843,3.553.223,17.25,1.693.506,1.608.398,8.507.813,495.117
2014,1,10,8,0,0,101.416.016,20.875,29.390.625,2.896.875,31.078.125,3.828.125,2.207.031,1.171.875,25,3.569.702,3.557.251,174.375,1.708.447,1.622.314,8.085.938,4.6875
2014,1,10,9,0,0,101.503.906,20.5,286.875,2.953.125,286.875,2.871.094,12.5,976.563,25,3.569.702,3.557.617,1.734.375,1.728.809,1.640.186,9.351.563,404.297
2014,1,10,10,0,0,101.542.969,20.75,3.009.375,3.065.625,31.078.125,2.675.781,1.347.656,7.8125,25,3.565.308,3.531.982,1.734.375,1.656.152,1.465.576,871.875,451.172
2014,1,10,11,0,0,101.591.797,21,28.828.125,30.234.375,26.015.625,2.773.438,1.464.844,976.563,25,3.560.913,3.555.054,1.753.125,1.683.398,161.748,8.929.688,498.047
2014,1,10,12,0,0,101.582.031,22.25,309.375,309.375,2.671.875,2.832.031,1.894.531,1.171.875,25,3.562.378,3.549.194,174.375,1.684.424,1.550.684,8.859.375,533.203
2014,1,10,13,0,0,101.542.969,22.125,31.078.125,30.234.375,3.121.875,5.410.156,3.222.656,1.757.813,25,3.577.026,3.574.097,1.959.375,1.859.473,1.830.762,928.125,597.656
2014,1,10,14,0,0,101.503.906,22.875,286.875,281.25,2.896.875,4.472.656,2.128.906,1.757.813,25,3.581.787,3.567.139,2.053.125,1.819.922,1.708.887,10.054.688,638.672
2014,1,10,15,0,0,101.455.078,23.25,2.840.625,2.953.125,28.265.625,3.886.719,1.464.844,1.953.125,25,3.573.364,3.553.955,20.625,1.838.818,1.618.799,10.617.188,7.5
2014,1,10,16,0,0,101.396.484,23.25,286.875,3.234.375,298.125,3.964.844,2.011.719,234.375,25,3.569.702,3.547.363,20.625,1.804.834,1.570.752,101.25,814.453
2014,1,10,17,0,0,101.376.953,23,2.896.875,30.796.875,2.840.625,5.605.469,1.503.906,1.757.813,25,3.567.139,3.538.574,2.053.125,1.800.586,1.501.318,10.054.688,720.703
2014,1,10,18,0,0,101.259.766,23.25,2.896.875,30.515.625,29.390.625,5.371.094,1.914.063,234.375,25,3.555.786,3.541.504,208.125,1.719.141,1.536.035,984.375,1.324.219
2014,1,10,19,0,0,1012.5,23,286.875,337.5,28.828.125,3.574.219,18.75,1.953.125,25,3.570.435,3.551.025,2.053.125,1.887.598,1.590.674,9.351.563,796.875
2014,1,10,20,0,0,101.240.234,22.75,2.840.625,326.25,286.875,37.5,1.582.031,1.367.188,25,3.574.097,3.548.096,2.015.625,1.815.088,15.75,9.421.875,791.016
2014,1,10,21,0,0,101.308.594,21.75,28.828.125,34.171.875,2.728.125,37.5,18.75,7.8125,25,3.568.604,3.544.434,1.921.875,1.838.379,1.537.207,9.351.563,609.375
2014,1,10,22,0,0,101.318.359,21.375,281.25,32.203.125,30.515.625,3.710.938,2.167.969,1.953.125,25,3.559.448,3.554.321,18.75,1.784.326,1.620.117,9.984.375,591.797
2014,1,10,23,0,0,101.376.953,21.625,2.953.125,3.178.125,298.125,3.652.344,3.476.563,1.953.125,25,3.565.674,3.553.223,18.375,1.766.162,1.606.055,9.421.875,779.297
2014,1,11,0,0,0,101.396.484,21.25,2.953.125,31.921.875,29.109.375,2.851.563,2.460.938,1.953.125,25,3.566.406,3.555.786,1.809.375,176.543,1.623.633,9.351.563,720.703
2014,1,11,1,0,0,101.435.547,21,2.896.875,298.125,292.5,3.242.188,2.421.875,15.625,25,3.587.646,3.556.885,178.125,1.740.674,1.624.805,9.070.313,585.938
2014,1,11,2,0,0,101.445.313,22.375,303.75,309.375,28.828.125,3.886.719,31.25,2.148.438,25,3.564.941,3.548.096,178.125,1.785.938,1.570.459,703.125,796.875
2014,1,11,3,0,0,101.416.016,22,30.515.625,3.009.375,298.125,3.574.219,2.890.625,234.375,25,3.566.772,3.549.561,178.125,1.784.033,1.590.967,73.125,7.5
2014,1,11,4,0,0,101.367.188,21.125,3.009.375,30.515.625,28.828.125,34.375,2.949.219,2.734.375,25,356.311,3.551.758,178.125,1.757.227,1.597.998,8.015.625,591.797
2014,1,11,5,0,0,101.318.359,21,303.75,30.515.625,286.875,3.671.875,34.375,2.734.375,25,3.558.716,3.559.082,17.625,171.709,1.640.039,8.015.625,609.375
2014,1,11,6,0,0,101.298.828,22.125,286.875,29.390.625,29.109.375,3.320.313,2.890.625,1.953.125,25,3.540.405,355.249,17.25,162.334,1.587.891,6.890.625,738.281
2014,1,11,7,0,0,101.337.891,21.75,2.896.875,28.265.625,29.390.625,3.085.938,2.636.719,15.625,25,3.546.997,35.448,17.25,1.599.609,154.541,7.804.688,615.234
2014,1,11,8,0,0,101.367.188,21.5,29.320.313,286.875,2.896.875,3.125.001,2.441.407,2.246.094,25,3.546.265,3.545.898,1.790.625,1.653.809,1.572.656,7.523.438,700.195
2014,1,11,9,0,0,101.396.484,22,29.671.875,29.109.375,28.546.875,3.164.063,2.246.094,2.929.688,25,3.556.519,3.534.912,181.875,1.708.887,1.575.732,7.242.188,785.156
2014,1,11,10,0,0,101.435.547,22.5,29.390.625,29.390.625,281.25,3.007.813,2.226.563,1.953.125,25,3.541.504,3.546.631,181.875,1.692.773,1.574.707,6.609.375,855.469
2014,1,11,11,0,0,101.435.547,23.375,292.5,29.671.875,27.140.625,2.207.031,1.171.875,2.148.438,25,3.553.955,353.125,18,1.707.715,1.503.662,6.820.313,919.922
2014,1,11,12,0,0,101.494.141,23,298.125,3.121.875,281.25,2.617.188,1.386.719,1.757.813,25,3.556.519,3.542.603,17.625,1.670.947,1.549.658,759.375,650.391
2014,1,11,13,0,0,101.503.906,23.125,29.390.625,3.009.375,27.984.375,2.578.125,1.484.375,15.625,25,3.557.251,3.543.701,1.771.875,161.543,1.548.926,8.789.063,673.828
2014,1,11,14,0,0,101.494.141,21.75,298.125,31.640.625,27.421.875,3.574.219,2.324.219,1.171.875,25,3.564.575,3.542.969,1.790.625,1.674.023,1.534.717,9.984.375,439.453
2014,1,11,15,0,0,101.494.141,21.625,303.75,3.121.875,29.390.625,390.625,1.914.063,15.625,25,3.570.801,35.448,178.125,1.777.148,1.557.861,10.195.313,785.156
2014,1,11,16,0,0,101.435.547,21.25,298.125,31.078.125,29.109.375,37.5,2.617.188,1.953.125,25,3.567.139,3.542.236,17.625,1.782.861,1.528.564,10.335.938,732.422
2014,1,11,17,0,0,101.347.656,22,29.671.875,3.178.125,2.953.125,3.671.875,34.375,1.953.125,25,3.557.251,3.544.434,17.25,1.741.406,1.544.385,9.914.063,802.734
2014,1,11,18,0,0,101.298.828,22.625,2.953.125,315,3.009.375,3.769.531,34.375,234.375,25,3.560.181,3.555.054,16.875,1.667.725,1.532.813,9.703.125,925.781
2014,1,11,19,0,0,101.259.766,22.5,29.109.375,30.515.625,2.896.875,34.375,2.832.031,1.953.125,25,3.549.927,3.537.109,16.5,1.632.422,1.486.377,9.351.563,9.375
2014,1,11,20,0,0,101.240.234,22,2.896.875,303.75,286.875,3.457.031,3.085.938,1.757.813,25,3.542.969,3.538.208,1.640.625,1.627.588,1.476.123,928.125,914.063
2014,1,11,21,0,0,1012.5,21.875,29.109.375,3.065.625,2.840.625,390.625,3.457.031,1.757.813,25,3.533.081,3.548.462,1.659.375,1.631.543,1.512.744,9.070.313,873.047
2014,1,11,22,0,0,101.298.828,21.125,29.953.125,31.078.125,2.896.875,3.847.656,3.476.563,234.375,25,353.894,3.552.856,16.875,1.649.414,1.606.934,9.140.625,837.891
2014,1,11,23,0,0,101.357.422,22.75,30.515.625,31.359.375,28.265.625,3.847.656,31.25,2.148.438,25,3.566.772,3.549.194,1.678.125,1.723.535,1.560.645,759.375,955.078
2014,1,12,0,0,0,101.425.781,22.875,30.234.375,30.515.625,26.578.125,3.730.469,296.875,1.953.125,25,3.556.152,3.545.166,1.659.375,1.695.264,1.549.658,7.453.125,902.344
2014,1,12,1,0,0,101.464.844,22.75,3.009.375,31.640.625,281.25,4.199.219,3.613.281,234.375,25,3.553.223,3.553.223,1.640.625,1.664.502,1.498.682,73.125,1.025.391
2014,1,12,2,0,0,101.474.609,22.375,3.009.375,3.178.125,270,4.101.563,3.691.406,1.953.125,25,3.544.067,3.537.476,1.621.875,1.635.498,1.492.383,7.523.438,984.375
2014,1,12,3,0,0,101.484.375,22.25,2.896.875,315,28.265.625,37.5,37.5,1.757.813,25,3.540.771,3.538.574,16.125,1.612.793,1.479.492,6.960.938,914.063
2014,1,12,4,0,0,101.445.313,21.375,30.234.375,32.484.375,258.75,3.242.188,359.375,15.625,25,3.543.701,352.832,1.603.125,1.616.162,1.448.291,78.75,861.328
2014,1,12,5,0,0,101.445.313,20.375,29.953.125,315,27.703.125,25,2.773.438,15.625,25,3.537.109,3.546.631,159.375,1.584.961,1.550.977,8.085.938,667.969
2014,1,12,6,0,0,101.386.719,19.875,29.953.125,31.078.125,26.015.625,2.324.219,2.871.094,976.563,25,353.418,3.540.405,1.603.125,1.587.158,1.517.432,8.296.875,714.844
2014,1,12,7,0,0,10.140.625,19.875,31.078.125,31.078.125,258.75,2.265.625,2.636.719,1.367.188,25,3.540.771,3.536.377,16.125,1.574.707,1.496.924,8.296.875,638.672
2014,1,12,8,0,0,101.474.609,19.375,32.765.625,320.625,28.265.625,2.988.281,2.402.344,1.757.813,25,3.541.504,3.532.349,1.621.875,1.597.998,1.468.506,815.625,550.781
2014,1,12,9,0,0,101.591.797,19.75,32.203.125,31.359.375,32.484.375,3.261.719,1.953.125,31.25,25,3.533.081,3.539.307,166.875,162.583,1.508.789,7.734.375,427.734
2014,1,12,10,0,0,101.621.094,22.125,3.121.875,3.234.375,31.640.625,2.910.156,1.386.719,31.25,25,3.526.489,3.538.574,178.125,1.606.201,1.555.811,8.085.938,767.578
2014,1,12,11,0,0,101.640.625,22.625,315,33.890.625,2.896.875,3.359.375,1.132.813,2.929.688,25,3.530.884,3.534.546,181.875,1.647.949,1.486.523,6.960.938,685.547
2014,1,12,12,0,0,101.689.453,22.75,315,33.046.875,2.840.625,3.574.219,2.050.781,234.375,25,3.553.955,3.533.081,1.809.375,1.684.277,1.479.639,6.960.938,638.672
2014,1,12,13,0,0,101.669.922,23.25,2.953.125,3.178.125,28.828.125,328.125,1.308.594,15.625,25,355.249,3.540.039,1.809.375,1.663.477,1.547.168,6.609.375,568.359
2014,1,12,14,0,0,101.640.625,21.875,3.065.625,3.178.125,29.671.875,3.378.906,21.875,15.625,25,3.550.293,3.530.518,1.790.625,1.651.172,1.458.545,8.929.688,480.469
2014,1,12,15,0,0,101.640.625,22.125,3.065.625,30.515.625,28.546.875,3.339.844,1.914.063,1.367.188,25,3.546.631,353.894,1.790.625,1.645.166,1.521.094,10.265.625,509.766
2014,1,12,16,0,0,101.542.969,22.5,31.078.125,31.078.125,30.234.375,3.105.469,1.738.281,1.171.875,25,3.545.166,3.540.039,178.125,1.645.166,1.521.826,10.476.563,632.813
2014,1,12,17,0,0,101.494.141,22.75,31.359.375,31.078.125,292.5,3.183.594,1.953.125,1.171.875,25,3.548.096,3.537.842,178.125,1.642.383,150.835,10.335.938,703.125
2014,1,12,18,0,0,101.464.844,22.625,31.921.875,3.234.375,292.5,3.105.469,2.128.906,1.757.813,25,3.547.729,3.540.039,1.771.875,1.649.414,1.526.953,10.054.688,767.578
2014,1,12,19,0,0,101.455.078,22.25,3.178.125,3.234.375,29.109.375,2.832.031,18.75,15.625,25,3.545.898,3.542.969,1.753.125,1.651.025,153.501,95.625,802.734
2014,1,12,20,0,0,101.464.844,21.75,31.078.125,32.203.125,275.625,265.625,1.796.875,15.625,25,3.543.701,3.531.982,1.734.375,1.643.701,1.479.785,95.625,691.406
2014,1,12,21,0,0,101.503.906,21.75,30.796.875,326.25,27.914.063,2.490.235,1.806.641,15.625,25,3.551.025,3.541.138,1.715.625,1.676.367,1.494.141,8.894.531,694.336
2014,1,12,22,0,0,101.591.797,21.5,30.515.625,33.046.875,28.265.625,2.324.219,1.816.406,15.625,25,3.540.771,3.547.729,170.625,1.683.252,1.565.039,8.226.563,697.266
2014,1,12,23,0,0,101.660.156,21.5,28.828.125,31.359.375,2.840.625,2.695.313,1.582.031,1.367.188,25,3.537.842,3.550.293,170.625,1.708.154,1.574.854,9.351.563,720.703
2014,1,13,0,0,0,101.699.219,21.25,298.125,309.375,2.840.625,3.261.719,2.617.188,2.539.063,25,3.544.067,3.549.561,1.771.875,1.712.402,1.708.594,8.859.375,720.703
2014,1,13,1,0,0,101.738.281,21.5,29.109.375,303.75,292.5,3.730.469,1.816.406,1.953.125,25,3.541.504,3.553.589,18,171.958,1.627.295,8.085.938,644.531
2014,1,13,2,0,0,101.767.578,21.375,3.009.375,3.178.125,2.953.125,3.691.406,21.875,15.625,25,3.574.097,3.554.688,18,1.787.695,1.630.518,8.015.625,509.766
2014,1,13,3,0,0,10.171.875,22,30.234.375,30.796.875,25.171.875,4.296.875,2.558.594,1.171.875,25,3.574.463,3.551.758,1.790.625,1.787.842,1.609.863,7.734.375,685.547
2014,1,13,4,0,0,101.738.281,20.875,303.75,3.065.625,28.546.875,3.886.719,2.128.906,1.367.188,25,357.959,3.553.223,178.125,1.777.441,1.618.506,10.898.438,380.859
2014,1,13,5,0,0,101.699.219,20.375,30.234.375,315,2.840.625,3.652.344,2.011.719,976.563,25,3.581.421,3.551.025,178.125,1.774.219,159.668,11.109.375,410.156
2014,1,13,6,0,0,101.660.156,20.375,2.953.125,298.125,29.671.875,3.671.875,1.757.813,1.757.813,25,3.586.182,3.557.983,1.828.125,1.796.191,1.647.803,984.375,650.391
2014,1,13,7,0,0,101.708.984,20.5,29.953.125,3.065.625,298.125,3.574.219,2.109.375,976.563,25,3.580.688,3.565.308,1.828.125,1.757.959,1.690.869,9.421.875,527.344
2014,1,13,8,0,0,101.757.813,20.375,3.009.375,29.390.625,3.121.875,3.476.563,1.796.875,7.8125,25,3.574.097,356.604,1.846.875,1.811.719,1.691.455,9.773.438,462.891
2014,1,13,9,0,0,101.816.406,20.875,30.796.875,3.065.625,29.671.875,4.140.625,2.421.875,585.938,25,3.583.984,3.564.941,185.625,1.821.826,1.679.883,9.703.125,480.469
2014,1,13,10,0,0,101.855.469,21.25,303.75,3.065.625,30.515.625,3.300.781,140.625,1.757.813,25,3.594.238,3.572.632,18.75,1.866.943,1.715.186,9.210.938,427.734
2014,1,13,11,0,0,101.865.234,23,31.078.125,3.121.875,3.065.625,3.359.375,1.230.469,1.367.188,25,3.589.478,356.604,189.375,1.852.734,1.689.404,78.75,726.563
2014,1,13,12,0,0,101.826.172,22.25,315,31.921.875,286.875,3.417.969,1.914.063,1.367.188,25,3.600.464,3.573.364,19.125,1.887.891,1.719.873,9.703.125,632.813
2014,1,13,13,0,0,101.816.406,22.875,2.953.125,315,28.828.125,31.25,1.308.594,1.757.813,25,3.598.999,3.570.068,1.940.625,188.877,1.705.225,9.632.813,796.875
