/SiMCosta RJ-1 buoy 
/L1 data
/missing = NULL
/latitude = -22.9616
/longitude = -43.12483
/Sensor Mount = Buoy
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND: Date/Time Data Acquisition (UTC)
/Avg_Air_Press: Average Air Pressure (mb)
/Avg_Air_Tmp: Average Air Temperature (degree Celsius)
/Avg_Hmt: Average Humidity (%)
/Avg_Wnd_Sp: Average Wind Speed (m/s)
/Avg_Wnd_Dir: Average Wind Direction (degree, magnetic north)
/Avg_Wnd_Dir_N: Average Wind Direction (degree, true north)
/M_Decl: Magnetic Declination (degree)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Air_Tmp,Avg_Hmt,Avg_Wnd_Sp,Avg_Wnd_Dir,Avg_Wnd_Dir_N,M_Decl,Avg_Sol_Rad
2015,11,21,11,55,00,1013.53,20.30,96.60,9.30,206.00,183.42,-22.58,3.27
2015,11,21,12,25,00,1015.12,20.00,96.00,NULL,NULL,None,-22.60,-3.37
2015,11,21,12,55,00,1015.28,19.50,94.90,8.60,205.00,182.42,-22.58,82.69
2015,11,21,13,25,00,1015.39,20.00,91.10,7.90,198.00,175.42,-22.58,100.18
2015,11,21,13,55,00,1015.64,20.10,91.90,6.60,192.00,169.42,-22.58,109.39
2015,11,21,14,25,00,1015.78,20.00,92.10,3.90,176.00,153.42,-22.58,92.22
2015,11,21,14,55,00,1015.84,19.60,95.10,2.60,148.00,125.42,-22.58,112.83
2015,11,21,15,25,00,1015.75,19.60,95.50,1.80,76.00,53.42,-22.58,86.91
2015,11,21,15,55,00,1015.61,19.80,94.10,NULL,NULL,None,-22.60,158.35
2015,11,21,16,25,00,1015.23,20.30,90.70,1.20,117.00,94.42,-22.58,426.22
2015,11,21,16,55,00,1015.18,20.40,89.60,1.40,304.00,281.42,-22.58,122.19
2015,11,21,17,25,00,1015.04,20.60,88.20,NULL,NULL,None,-22.60,77.12
2015,11,21,17,55,00,1014.92,20.70,86.20,1.10,285.00,262.42,-22.58,43.12
2015,11,21,18,25,00,1014.81,20.50,88.80,NULL,NULL,None,-22.60,24.37
2015,11,21,18,55,00,1014.95,20.50,90.80,1.10,358.00,335.42,-22.58,-13.72
2015,11,21,19,25,00,1014.89,20.30,91.50,0.90,270.00,247.42,-22.58,5.53
2015,11,21,19,55,00,1015.18,20.30,93.00,1.00,31.00,8.42,-22.58,-13.01
2015,11,21,20,25,00,1015.30,20.50,92.70,NULL,NULL,None,-22.60,-23.43
2015,11,21,20,55,00,1015.59,20.70,92.40,1.50,33.00,10.42,-22.58,-21.70
2015,11,21,21,25,00,1015.64,20.90,90.60,0.90,327.00,304.42,-22.58,-23.65
2015,11,21,21,55,00,1015.88,20.90,90.50,1.00,41.00,18.42,-22.58,-30.97
2015,11,21,22,25,00,1016.14,20.80,91.30,1.20,29.00,6.42,-22.58,-29.33
2015,11,21,22,55,00,1016.27,20.90,92.00,NULL,NULL,None,-22.60,-29.60
2015,11,21,23,25,00,1016.49,20.90,91.00,1.50,52.00,29.42,-22.58,-29.49
2015,11,21,23,55,00,1016.69,21.00,91.00,1.00,75.00,52.42,-22.58,-26.40
2015,11,22,0,25,00,1016.86,21.20,89.10,NULL,NULL,None,-22.60,-26.43
2015,11,22,0,55,00,1017.01,21.20,90.20,1.50,40.00,17.42,-22.58,-25.01
2015,11,22,1,25,00,1017.22,21.20,91.00,2.20,22.00,359.42,-22.58,-25.30
2015,11,22,1,55,00,1016.99,21.50,89.30,3.70,23.00,0.42,-22.58,-24.10
2015,11,22,2,25,00,1016.96,21.40,90.20,2.80,18.00,355.42,-22.58,-24.06
2015,11,22,2,55,00,1016.39,21.50,88.80,3.40,34.00,11.42,-22.58,-23.81
2015,11,22,3,25,00,1016.25,21.40,87.90,3.00,41.00,18.42,-22.58,-23.32
2015,11,22,3,55,00,1015.90,21.50,87.70,2.70,34.00,11.42,-22.58,-23.41
2015,11,22,4,25,00,1015.45,21.30,88.20,3.40,40.00,17.42,-22.58,-23.65
2015,11,22,4,55,00,1015.13,21.40,86.80,NULL,NULL,None,-22.60,-24.39
2015,11,22,5,25,00,1015.00,21.50,87.00,2.50,28.00,5.42,-22.58,-23.14
2015,11,22,5,55,00,1015.04,21.60,85.50,2.20,21.00,358.42,-22.58,-22.92
2015,11,22,6,25,00,1015.11,21.60,87.50,1.20,61.00,38.42,-22.58,-23.52
2015,11,22,6,55,00,1015.17,21.40,88.50,1.60,33.00,10.42,-22.58,-23.92
2015,11,22,7,25,00,1015.20,21.60,86.20,2.10,27.00,4.42,-22.58,-23.80
2015,11,22,7,55,00,1015.47,21.50,86.50,1.90,47.00,24.42,-22.58,-23.27
2015,11,22,8,25,00,1015.92,21.80,85.90,1.50,73.00,50.42,-22.58,-19.20
2015,11,22,8,55,00,1016.19,21.60,87.90,1.80,102.00,79.42,-22.58,1.17
2015,11,22,9,25,00,1016.46,21.50,88.30,NULL,NULL,None,-22.60,29.48
2015,11,22,9,55,00,1016.64,21.80,83.60,1.60,74.00,51.42,-22.58,86.07
2015,11,22,10,25,00,1016.83,22.20,84.50,1.00,127.00,104.42,-22.58,170.27
2015,11,22,10,55,00,1016.77,22.60,84.50,0.90,151.00,128.42,-22.58,404.84
2015,11,22,11,25,00,1016.58,22.80,79.50,1.80,162.00,139.42,-22.58,579.85
2015,11,22,11,55,00,1016.29,23.00,78.20,2.50,166.00,143.42,-22.58,444.53
2015,11,22,12,25,00,1016.45,22.80,82.00,NULL,NULL,None,-22.60,185.18
2015,11,22,12,55,00,1016.38,23.00,80.00,3.70,169.00,146.42,-22.58,647.85
2015,11,22,13,25,00,1016.22,23.10,79.50,NULL,NULL,None,-22.60,1035.35
2015,11,22,13,55,00,1015.77,23.20,79.20,5.50,146.00,123.42,-22.58,541.32
2015,11,22,14,25,00,1015.33,23.20,79.90,6.00,143.00,120.42,-22.58,924.85
2015,11,22,14,55,00,1014.84,23.30,79.00,7.00,147.00,124.42,-22.58,628.49
2015,11,22,15,25,00,1014.33,23.50,78.90,6.40,141.00,118.42,-22.58,572.32
2015,11,22,15,55,00,1014.04,23.80,77.00,7.20,144.00,121.42,-22.58,440.79
2015,11,22,16,25,00,1013.55,23.60,80.60,7.90,141.00,118.42,-22.58,489.56
2015,11,22,16,55,00,1013.15,23.50,82.30,8.20,136.00,113.42,-22.58,388.99
2015,11,22,17,25,00,1012.79,23.50,82.50,8.00,138.00,115.42,-22.58,522.08
2015,11,22,17,55,00,1012.68,23.60,82.60,7.90,140.00,117.42,-22.58,457.70
2015,11,22,18,25,00,1012.54,23.50,84.50,8.00,142.00,119.42,-22.58,290.05
2015,11,22,18,55,00,1012.29,23.50,82.80,8.00,140.00,117.42,-22.58,165.37
2015,11,22,19,25,00,1012.13,23.40,84.00,NULL,NULL,None,-22.60,140.67
2015,11,22,19,55,00,1011.75,23.70,80.90,7.60,129.00,106.42,-22.58,120.11
2015,11,22,20,25,00,1011.54,23.70,81.70,7.50,126.00,103.42,-22.58,91.22
2015,11,22,20,55,00,1011.61,23.60,82.00,6.40,123.00,100.42,-22.58,31.32
2015,11,22,21,25,00,1011.48,23.40,83.60,NULL,NULL,None,-22.60,-15.02
2015,11,22,21,55,00,1011.54,23.20,84.10,5.40,115.00,92.42,-22.58,-29.57
2015,11,22,22,25,00,1012.42,23.20,84.30,2.90,134.00,111.42,-22.58,-29.24
2015,11,22,22,55,00,1012.41,23.40,84.40,3.70,120.00,97.42,-22.58,-28.44
2015,11,22,23,25,00,1012.73,23.40,85.50,1.80,137.00,114.42,-22.58,-28.34
2015,11,22,23,55,00,1012.47,23.40,87.30,3.30,120.00,97.42,-22.58,-28.08
2015,11,23,0,25,00,1012.54,23.40,84.80,0.80,134.00,111.42,-22.58,-28.29
2015,11,23,0,55,00,1012.56,23.30,85.90,1.80,138.00,115.42,-22.58,-29.03
2015,11,23,1,25,00,1012.33,23.30,83.30,1.20,117.00,94.42,-22.58,-28.38
2015,11,23,1,55,00,1011.90,22.90,85.80,2.30,81.00,58.42,-22.58,-29.07
2015,11,23,2,25,00,1011.79,23.20,82.00,1.10,104.00,81.42,-22.58,-29.01
2015,11,23,2,55,00,1011.65,23.00,83.00,1.60,142.00,119.42,-22.58,-28.75
2015,11,23,3,25,00,1011.06,22.70,85.40,1.10,56.00,33.42,-22.58,-29.59
2015,11,23,3,55,00,1010.53,22.50,87.50,0.70,314.00,291.42,-22.58,-30.28
2015,11,23,4,25,00,1009.67,22.60,86.10,1.20,65.00,42.42,-22.58,-30.11
2015,11,23,4,55,00,1009.16,22.60,85.60,0.70,152.00,129.42,-22.58,-30.09
2015,11,23,5,25,00,1009.31,22.60,86.80,1.90,234.00,211.42,-22.58,-30.22
2015,11,23,5,55,00,1009.48,22.80,86.40,2.40,191.00,168.42,-22.58,-30.06
2015,11,23,6,25,00,1009.65,22.70,90.00,3.60,146.00,123.42,-22.58,-28.82
2015,11,23,6,55,00,1009.28,22.60,91.20,5.70,141.00,118.42,-22.58,-31.48
2015,11,23,7,55,00,1010.12,21.90,95.50,3.40,40.00,17.42,-22.58,-43.50
2015,11,23,8,25,00,1010.37,22.10,94.60,2.50,22.00,359.42,-22.58,-24.56
2015,11,23,8,55,00,1011.30,22.30,93.40,2.50,355.00,332.42,-22.58,-32.86
2015,11,23,9,25,00,1011.39,22.60,92.10,3.90,355.00,332.42,-22.58,-5.61
2015,11,23,9,55,00,1010.10,22.50,88.20,5.50,75.00,52.42,-22.58,69.35
2015,11,23,10,25,00,1011.45,22.50,89.90,NULL,NULL,None,-22.60,8.31
2015,11,23,10,55,00,1011.24,22.30,91.80,3.40,122.00,99.42,-22.58,74.50
2015,11,23,11,25,00,1011.66,22.50,90.90,2.80,154.00,131.42,-22.58,128.32
2015,11,23,11,55,00,1011.84,22.60,90.80,NULL,NULL,None,-22.60,142.56
2015,11,23,12,25,00,1011.71,22.60,91.80,3.30,149.00,126.42,-22.58,153.55
2015,11,23,12,55,00,1011.49,22.90,90.90,NULL,NULL,None,-22.60,422.53
2015,11,23,13,25,00,1011.03,23.10,88.70,4.10,132.00,109.42,-22.58,396.23
2015,11,23,13,55,00,1010.51,23.20,87.20,NULL,NULL,None,-22.60,347.46
2015,11,23,14,25,00,1009.75,23.00,89.40,2.20,139.00,116.42,-22.58,153.06
2015,11,23,14,55,00,1009.50,23.40,88.30,NULL,NULL,None,-22.60,171.14
2015,11,23,15,25,00,1008.48,23.40,87.50,1.60,88.00,65.42,-22.58,322.36
2015,11,23,15,55,00,1007.96,23.70,87.10,1.40,269.00,246.42,-22.58,132.76
2015,11,23,16,25,00,1007.64,23.20,91.40,3.40,171.00,148.42,-22.58,167.50
2015,11,23,16,55,00,1007.05,23.20,91.40,3.20,149.00,126.42,-22.58,176.98
2015,11,23,17,25,00,1007.09,23.30,90.70,2.90,165.00,142.42,-22.58,147.63
2015,11,23,17,55,00,1006.54,23.50,88.70,NULL,NULL,None,-22.60,229.33
2015,11,23,18,25,00,1006.97,23.40,88.10,5.40,145.00,122.42,-22.58,112.41
2015,11,23,19,25,00,1007.43,23.10,89.10,NULL,NULL,None,-22.60,71.82
2015,11,23,19,55,00,1007.68,22.80,89.50,5.40,134.00,111.42,-22.58,22.21
2015,11,23,20,25,00,1007.87,22.70,90.00,6.50,135.00,112.42,-22.58,-26.31
2015,11,23,20,55,00,1008.28,22.60,90.50,6.60,141.00,118.42,-22.58,-32.46
2015,11,23,21,25,00,1008.43,22.50,91.80,7.10,138.00,115.42,-22.58,-35.14
2015,11,23,21,55,00,1008.53,22.80,89.40,7.20,130.00,107.42,-22.58,-37.64
2015,11,23,22,25,00,1008.93,22.60,90.60,6.60,119.00,96.42,-22.58,-36.03
2015,11,23,22,55,00,1009.68,22.60,90.90,5.50,119.00,96.42,-22.58,-36.72
2015,11,23,23,25,00,1009.84,22.70,90.70,5.70,117.00,94.42,-22.58,-35.86
2015,11,23,23,55,00,1009.80,22.60,90.50,6.00,112.00,89.42,-22.58,-35.28
2015,11,24,0,25,00,1009.66,22.40,91.70,6.30,116.00,93.42,-22.58,-37.45
2015,11,24,0,55,00,1009.64,22.20,93.40,6.10,116.00,93.42,-22.58,-43.41
2015,11,24,1,25,00,1009.31,22.00,93.50,7.60,118.00,95.42,-22.58,-36.19
2015,11,24,1,55,00,1009.39,21.90,92.80,8.00,113.00,90.42,-22.58,-32.18
2015,11,24,2,25,00,1008.95,21.90,92.40,6.20,110.00,87.42,-22.58,-31.10
2015,11,24,2,55,00,1008.34,21.90,92.70,3.20,118.00,95.42,-22.58,-31.20
2015,11,24,3,25,00,1007.97,21.90,92.50,2.20,132.00,109.42,-22.58,-30.97
2015,11,24,3,55,00,1007.44,22.00,92.70,2.30,124.00,101.42,-22.58,-31.55
2015,11,24,4,25,00,1007.15,21.90,93.10,2.30,144.00,121.42,-22.58,-31.85
2015,11,24,4,55,00,1006.49,21.70,94.00,4.20,153.00,130.42,-22.58,-32.64
2015,11,24,5,25,00,1006.15,21.80,93.60,3.20,147.00,124.42,-22.58,-33.18
2015,11,24,5,55,00,1006.49,21.80,92.40,2.80,159.00,136.42,-22.58,-31.48
2015,11,24,6,25,00,1006.74,21.90,91.60,1.10,160.00,137.42,-22.58,-31.61
2015,11,24,6,55,00,1006.53,22.00,92.90,0.90,68.00,45.42,-22.58,-32.28
2015,11,24,7,25,00,1006.76,21.90,93.40,0.80,347.00,324.42,-22.58,-35.07
2015,11,24,7,55,00,1006.96,21.60,94.20,1.80,147.00,124.42,-22.58,-32.87
2015,11,24,8,25,00,1006.66,21.80,93.50,1.80,126.00,103.42,-22.58,-29.22
2015,11,24,8,55,00,1006.57,21.70,93.70,3.00,149.00,126.42,-22.58,-0.46
2015,11,24,9,25,00,1006.67,21.90,92.50,1.10,134.00,111.42,-22.58,54.65
2015,11,24,9,55,00,1006.71,21.80,93.20,1.10,120.00,97.42,-22.58,58.51
2015,11,24,10,25,00,1006.78,21.90,93.20,NULL,NULL,None,-22.60,143.59
2015,11,24,10,55,00,1007.40,22.40,91.90,0.70,285.00,262.42,-22.58,183.22
2015,11,24,11,25,00,1007.28,23.30,89.10,0.80,274.00,251.42,-22.58,280.38
2015,11,24,11,55,00,1007.39,22.90,90.30,1.70,207.00,184.42,-22.58,238.30
2015,11,24,12,25,00,1007.26,22.70,91.20,1.20,168.00,145.42,-22.58,459.48
2015,11,24,12,55,00,1007.27,23.00,91.20,3.10,170.00,147.42,-22.58,613.14
2015,11,24,13,25,00,1007.05,22.70,91.30,3.80,160.00,137.42,-22.58,658.15
2015,11,24,13,55,00,1006.80,22.70,92.40,3.70,142.00,119.42,-22.58,918.77
2015,11,24,14,25,00,1006.56,22.70,92.30,3.30,123.00,100.42,-22.58,707.73
2015,11,24,14,55,00,1006.73,22.90,92.00,3.40,155.00,132.42,-22.58,740.91
2015,11,24,15,55,00,1006.37,22.70,91.20,NULL,NULL,None,-22.60,490.46
2015,11,24,16,25,00,1006.14,22.80,90.70,2.90,161.00,138.42,-22.58,438.46
2015,11,24,16,55,00,1005.68,22.90,91.40,NULL,NULL,None,-22.60,506.78
2015,11,24,17,25,00,1005.60,22.90,90.80,2.60,158.00,135.42,-22.58,293.65
2015,11,24,17,55,00,1005.40,22.90,91.80,2.70,155.00,132.42,-22.58,262.96
2015,11,24,18,25,00,1005.22,22.90,91.30,2.50,164.00,141.42,-22.58,222.36
2015,11,24,18,55,00,1005.37,22.90,92.30,2.40,170.00,147.42,-22.58,53.59
2015,11,24,19,25,00,1006.13,22.70,92.60,NULL,NULL,None,-22.60,33.11
2015,11,24,19,55,00,1006.27,22.60,93.10,2.10,171.00,148.42,-22.58,-5.87
2015,11,24,20,25,00,1006.40,22.60,93.00,1.90,127.00,104.42,-22.58,-9.35
2015,11,24,20,55,00,1006.56,22.40,94.20,1.80,147.00,124.42,-22.58,-10.26
2015,11,24,21,25,00,1006.82,22.40,93.50,0.90,102.00,79.42,-22.58,-31.90
2015,11,24,21,55,00,1007.28,23.00,89.70,1.00,26.00,3.42,-22.58,-37.23
2015,11,24,22,25,00,1007.62,23.20,87.60,1.50,143.00,120.42,-22.58,-35.75
2015,11,24,22,55,00,1008.13,23.20,88.30,1.50,79.00,56.42,-22.58,-34.51
2015,11,24,23,25,00,1008.39,23.50,87.40,2.20,132.00,109.42,-22.58,-34.77
2015,11,24,23,55,00,1008.58,23.60,86.20,1.30,130.00,107.42,-22.58,-34.38
2015,11,25,0,25,00,1008.95,23.30,88.10,2.10,128.00,105.42,-22.58,-35.09
2015,11,25,0,55,00,1009.31,23.20,88.40,1.00,131.00,108.42,-22.58,-34.85
2015,11,25,1,25,00,1009.09,23.50,88.10,1.20,170.00,147.42,-22.58,-35.16
2015,11,25,1,55,00,1009.45,23.30,89.00,0.80,194.00,171.42,-22.58,-35.70
2015,11,25,2,25,00,1009.06,23.00,91.20,1.30,182.00,159.42,-22.58,-36.07
2015,11,25,2,55,00,1009.03,22.90,92.40,1.30,187.00,164.42,-22.58,-34.99
2015,11,25,3,25,00,1009.09,22.30,93.20,1.50,238.00,215.42,-22.58,-35.79
2015,11,25,3,55,00,1008.83,22.00,94.40,0.80,192.00,169.42,-22.58,-36.18
2015,11,25,4,25,00,1008.31,22.20,94.00,1.00,83.00,60.42,-22.58,-35.47
2015,11,25,4,55,00,1008.38,22.30,93.10,0.80,3.00,340.42,-22.58,-35.52
2015,11,25,5,25,00,1008.36,22.30,93.50,0.50,55.00,32.42,-22.58,-34.61
2015,11,25,5,55,00,1008.04,22.10,93.80,1.30,125.00,102.42,-22.58,-35.72
2015,11,25,6,25,00,1008.31,22.20,95.00,1.50,142.00,119.42,-22.58,-35.29
2015,11,25,6,55,00,1007.74,22.10,95.10,1.70,135.00,112.42,-22.58,-36.12
2015,11,25,7,25,00,1007.72,22.00,96.00,2.00,156.00,133.42,-22.58,-34.70
2015,11,25,7,55,00,1008.28,21.80,95.60,2.10,175.00,152.42,-22.58,-34.00
2015,11,25,8,25,00,1008.52,21.80,95.00,1.00,118.00,95.42,-22.58,-32.11
2015,11,25,8,55,00,1008.74,21.70,95.40,1.50,304.00,281.42,-22.58,-12.94
2015,11,25,9,25,00,1008.85,21.90,95.10,0.60,267.00,244.42,-22.58,17.18
2015,11,25,9,55,00,1009.35,21.80,95.30,NULL,NULL,None,-22.60,65.50
2015,11,25,10,25,00,1009.70,22.20,95.40,1.20,347.00,324.42,-22.58,112.12
2015,11,25,10,55,00,1010.07,22.40,94.70,1.70,286.00,263.42,-22.58,162.58
2015,11,25,11,25,00,1010.42,22.40,94.80,1.80,204.00,181.42,-22.58,85.97
2015,11,25,11,55,00,1010.63,22.20,94.70,NULL,NULL,None,-22.60,129.24
2015,11,25,12,25,00,1010.72,22.30,94.90,2.30,153.00,130.42,-22.58,228.20
2015,11,25,12,55,00,1010.58,22.40,94.20,NULL,NULL,None,-22.60,305.66
2015,11,25,13,25,00,1010.50,23.00,92.30,1.40,139.00,116.42,-22.58,256.70
2015,11,25,13,55,00,1010.41,23.20,91.70,1.60,207.00,184.42,-22.58,223.84
2015,11,25,14,25,00,1010.45,23.20,91.20,1.10,157.00,134.42,-22.58,552.29
2015,11,25,14,55,00,1010.08,23.30,91.00,2.80,161.00,138.42,-22.58,556.85
2015,11,25,15,25,00,1009.77,23.00,93.30,1.70,142.00,119.42,-22.58,735.36
2015,11,25,15,55,00,1010.00,22.90,93.80,2.20,174.00,151.42,-22.58,426.83
2015,11,25,16,25,00,1010.19,22.60,95.40,NULL,NULL,None,-22.60,11.57
2015,11,25,16,55,00,1010.20,22.20,96.20,NULL,NULL,None,-22.60,61.23
2015,11,25,17,25,00,1010.12,22.20,96.60,3.70,245.00,222.42,-22.58,215.87
2015,11,25,17,55,00,1010.11,22.00,97.20,3.70,248.00,225.42,-22.58,56.33
2015,11,25,18,25,00,1009.96,21.70,97.30,2.20,230.00,207.42,-22.58,179.76
2015,11,25,18,55,00,1009.92,21.90,94.90,2.90,236.00,213.42,-22.58,105.20
2015,11,25,19,25,00,1010.23,22.20,94.00,NULL,NULL,None,-22.60,47.60
2015,11,25,19,55,00,1009.97,21.90,94.90,1.60,141.00,118.42,-22.58,40.45
2015,11,25,20,25,00,1010.14,22.10,94.80,2.30,171.00,148.42,-22.58,44.97
2015,11,25,20,55,00,1010.80,22.00,95.40,1.00,218.00,195.42,-22.58,0.43
2015,11,25,21,25,00,1011.19,22.00,95.50,2.30,204.00,181.42,-22.58,-30.81
2015,11,25,21,55,00,1011.76,22.00,95.10,1.60,205.00,182.42,-22.58,-34.17
2015,11,25,22,25,00,1012.23,22.00,95.00,2.00,210.00,187.42,-22.58,-34.40
2015,11,25,22,55,00,1012.63,22.10,94.40,1.20,201.00,178.42,-22.58,-33.28
2015,11,25,23,25,00,1013.20,22.00,94.70,1.30,156.00,133.42,-22.58,-33.90
2015,11,25,23,55,00,1013.42,22.00,95.20,0.70,180.00,157.42,-22.58,-34.47
2015,11,26,0,25,00,1013.64,22.00,93.90,1.00,180.00,157.42,-22.58,-33.15
2015,11,26,0,55,00,1014.03,22.10,94.30,1.70,210.00,187.42,-22.58,-31.96
2015,11,26,1,25,00,1014.26,22.30,91.50,1.80,215.00,192.42,-22.58,-31.31
2015,11,26,1,55,00,1014.31,22.30,91.00,1.10,183.00,160.42,-22.58,-31.38
2015,11,26,2,25,00,1014.05,22.30,91.70,1.20,240.00,217.42,-22.58,-32.00
2015,11,26,2,55,00,1013.81,22.40,91.40,0.70,182.00,159.42,-22.58,-31.83
2015,11,26,3,25,00,1013.31,22.30,92.60,1.20,94.00,71.42,-22.58,-33.36
2015,11,26,3,55,00,1012.95,21.90,94.90,1.60,137.00,114.42,-22.58,-33.95
2015,11,26,4,25,00,1012.83,21.70,95.60,1.30,141.00,118.42,-22.58,-33.28
2015,11,26,4,55,00,1012.80,21.40,96.30,2.30,184.00,161.42,-22.58,-34.07
2015,11,26,5,25,00,1012.74,21.00,97.40,1.90,167.00,144.42,-22.58,-33.58
2015,11,26,5,55,00,1012.60,21.20,98.00,1.70,132.00,109.42,-22.58,-33.02
2015,11,26,6,25,00,1012.37,21.40,97.90,0.90,254.00,231.42,-22.58,-32.85
2015,11,26,6,55,00,1012.19,21.30,97.60,1.50,255.00,232.42,-22.58,-32.40
2015,11,26,7,25,00,1012.37,21.20,97.60,1.70,238.00,215.42,-22.58,-32.87
2015,11,26,7,55,00,1012.74,21.10,97.60,1.30,230.00,207.42,-22.58,-32.08
2015,11,26,8,25,00,1012.94,21.30,97.80,1.50,241.00,218.42,-22.58,-25.98
2015,11,26,8,55,00,1013.41,21.20,97.70,1.80,226.00,203.42,-22.58,-10.78
2015,11,26,9,25,00,1013.87,21.30,97.70,1.50,254.00,231.42,-22.58,13.36
2015,11,26,9,55,00,1014.12,21.20,97.70,1.60,262.00,239.42,-22.58,57.98
2015,11,26,10,25,00,1014.47,21.40,97.80,NULL,NULL,None,-22.60,93.26
2015,11,26,10,55,00,1014.43,21.50,97.70,1.10,235.00,212.42,-22.58,103.10
2015,11,26,11,25,00,1014.75,21.70,97.40,NULL,NULL,None,-22.60,166.70
2015,11,26,11,55,00,1015.30,22.00,96.80,1.90,254.00,231.42,-22.58,279.46
2015,11,26,12,25,00,1016.03,22.30,95.90,2.10,223.00,200.42,-22.58,340.35
2015,11,26,12,55,00,1016.23,22.50,94.70,NULL,NULL,None,-22.60,443.32
2015,11,26,13,25,00,1016.36,22.30,94.70,NULL,NULL,None,-22.60,483.42
2015,11,26,13,55,00,1016.39,22.40,94.50,NULL,NULL,None,-22.60,562.84
2015,11,26,14,25,00,1016.42,22.80,93.50,3.40,181.00,158.42,-22.58,607.18
2015,11,26,14,55,00,1016.22,23.00,91.80,3.60,174.00,151.42,-22.58,796.32
2015,11,26,15,25,00,1016.18,23.10,90.80,4.00,158.00,135.42,-22.58,878.07
2015,11,26,15,55,00,1015.58,23.20,86.80,5.20,151.00,128.42,-22.58,740.33
2015,11,26,16,25,00,1015.36,23.10,86.60,5.30,150.00,127.42,-22.58,497.03
2015,11,26,16,55,00,1015.17,23.10,87.00,5.90,152.00,129.42,-22.58,618.70
2015,11,26,17,25,00,1015.16,23.00,88.50,4.90,148.00,125.42,-22.58,704.36
2015,11,26,17,55,00,1015.06,23.00,87.60,5.00,151.00,128.42,-22.58,737.18
2015,11,26,18,25,00,1014.74,22.90,89.70,4.90,146.00,123.42,-22.58,571.03
2015,11,26,18,55,00,1014.64,22.90,88.60,5.30,154.00,131.42,-22.58,518.47
2015,11,26,19,25,00,1014.60,22.80,88.40,5.70,152.00,129.42,-22.58,382.20
2015,11,26,19,55,00,1014.66,22.80,88.70,NULL,NULL,None,-22.60,319.33
2015,11,26,20,25,00,1014.74,22.70,89.30,NULL,NULL,None,-22.60,192.79
2015,11,26,20,55,00,1014.78,22.70,88.40,NULL,NULL,None,-22.60,62.48
2015,11,26,21,25,00,1015.07,22.50,88.40,4.50,149.00,126.42,-22.58,-29.56
2015,11,26,21,55,00,1015.57,22.40,88.90,4.00,151.00,128.42,-22.58,-37.04
2015,11,26,22,25,00,1015.65,22.20,89.80,3.90,149.00,126.42,-22.58,-36.92
2015,11,26,22,55,00,1016.25,22.10,89.90,3.90,153.00,130.42,-22.58,-36.69
2015,11,26,23,25,00,1016.60,22.00,91.00,3.10,147.00,124.42,-22.58,-35.74
2015,11,26,23,55,00,1017.09,22.20,89.60,3.20,137.00,114.42,-22.58,-35.22
2015,11,27,0,25,00,1017.39,22.40,88.70,3.70,134.00,111.42,-22.58,-34.09
2015,11,27,0,55,00,1017.60,22.60,87.50,3.70,125.00,102.42,-22.58,-33.92
2015,11,27,1,25,00,1017.56,22.60,86.20,4.00,118.00,95.42,-22.58,-34.00
2015,11,27,1,55,00,1017.20,22.60,87.40,4.30,129.00,106.42,-22.58,-33.97
2015,11,27,2,25,00,1017.09,22.50,85.50,4.20,117.00,94.42,-22.58,-33.86
2015,11,27,2,55,00,1016.85,22.40,85.80,4.60,115.00,92.42,-22.58,-33.40
2015,11,27,3,25,00,1016.45,22.50,85.60,4.60,118.00,95.42,-22.58,-33.48
2015,11,27,3,55,00,1015.95,22.30,85.40,5.20,111.00,88.42,-22.58,-32.55
2015,11,27,4,25,00,1015.58,22.30,85.60,5.50,112.00,89.42,-22.58,-31.94
2015,11,27,4,55,00,1015.72,22.50,85.00,3.70,107.00,84.42,-22.58,-32.30
2015,11,27,5,25,00,1015.83,22.20,87.90,1.90,137.00,114.42,-22.58,-32.43
2015,11,27,5,55,00,1015.78,22.10,88.00,2.10,147.00,124.42,-22.58,-32.46
2015,11,27,6,25,00,1015.61,22.20,86.20,4.10,126.00,103.42,-22.58,-32.49
2015,11,27,6,55,00,1015.35,22.00,87.20,3.80,124.00,101.42,-22.58,-32.71
2015,11,27,7,25,00,1015.28,21.90,87.60,4.20,125.00,102.42,-22.58,-33.33
2015,11,27,7,55,00,1015.02,21.80,87.20,3.60,118.00,95.42,-22.58,-32.51
2015,11,27,8,25,00,1015.37,21.70,88.10,1.60,139.00,116.42,-22.58,-23.62
2015,11,27,8,55,00,1015.53,21.90,87.40,NULL,NULL,None,-22.60,27.26
2015,11,27,9,25,00,1015.84,22.10,87.40,1.70,148.00,125.42,-22.58,112.53
