/SiMCosta RJ-3 buoy 
/L1 data
/missing = NULL
/latitude = -22.983083
/longitude = -43.174472
/Sensor Mount = Buoy
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND: Date/Time Data Acquisition (UTC)
/Avg_Air_Press: Average Air Pressure (mb)
/Avg_Air_Tmp: Average Air Temperature (degree Celsius)
/Avg_Hmt: Average Humidity (%)
/Avg_Wnd_Sp: Average Wind Speed (m/s)
/Avg_Wnd_Dir: Average Wind Direction (degree, magnetic north)
/Avg_Wnd_Dir_N: Average Wind Direction (degree, true north)
/M_Decl: Magnetic Declination (degree)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Air_Tmp,Avg_Hmt,Avg_Wnd_Sp,Avg_Wnd_Dir,Avg_Wnd_Dir_N,M_Decl
2016,8,16,12,25,00,1013.32,22.20,78.10,2.20,205.00,182.37,-22.63
2016,8,16,12,55,00,1013.23,21.90,81.80,1.70,173.00,150.37,-22.63
2016,8,16,13,25,00,1013.19,21.90,83.90,2.50,110.00,87.37,-22.63
2016,8,16,13,55,00,1013.40,21.80,83.90,2.20,153.00,130.37,-22.63
2016,8,16,14,25,00,1013.64,21.90,84.10,1.30,202.00,179.37,-22.63
2016,8,16,14,55,00,1013.05,21.90,84.80,1.50,159.00,136.37,-22.63
2016,8,16,15,25,00,1012.43,21.90,82.40,1.90,138.00,115.37,-22.63
2016,8,16,15,55,00,1012.20,22.20,79.00,1.70,134.00,111.37,-22.63
2016,8,16,16,25,00,1011.95,22.40,76.60,1.90,153.00,130.37,-22.63
2016,8,16,16,55,00,1012.12,22.50,76.10,2.20,208.00,185.37,-22.63
2016,8,16,17,25,00,1011.64,22.50,78.60,2.60,161.00,138.37,-22.63
2016,8,16,17,55,00,1011.79,22.70,78.10,2.00,158.00,135.37,-22.63
2016,8,16,18,25,00,1011.94,22.60,78.10,2.70,219.00,196.37,-22.63
2016,8,16,18,55,00,1012.04,22.60,76.40,4.50,251.00,228.37,-22.63
2016,8,16,19,25,00,1012.31,22.70,78.80,3.10,256.00,233.37,-22.63
2016,8,16,19,55,00,1012.73,23.00,66.10,3.50,256.00,233.37,-22.63
2016,8,16,20,25,00,1012.93,23.40,57.80,2.60,256.00,233.37,-22.63
2016,8,16,20,55,00,1013.23,23.70,55.40,1.90,254.00,231.37,-22.63
2016,8,16,21,25,00,1013.47,23.50,58.30,0.60,289.00,266.37,-22.63
2016,8,16,21,55,00,1013.58,23.30,70.90,1.20,124.00,101.37,-22.63
2016,8,16,22,25,00,1014.04,22.50,81.60,1.70,81.00,58.37,-22.63
2016,8,16,22,55,00,1014.06,22.20,82.90,1.50,93.00,70.37,-22.63
2016,8,16,23,25,00,1014.39,22.00,79.90,1.00,62.00,39.37,-22.63
2016,8,16,23,55,00,1014.84,22.10,79.10,0.80,331.00,308.37,-22.63
2016,8,17,0,25,00,1015.07,22.10,77.10,0.50,344.00,321.37,-22.63
2016,8,17,0,55,00,1014.96,22.20,80.00,1.00,81.00,58.37,-22.63
2016,8,17,1,25,00,1014.88,21.80,79.60,1.40,57.00,34.37,-22.63
2016,8,17,1,55,00,1014.99,22.00,75.90,0.80,273.00,250.37,-22.63
2016,8,17,2,25,00,1014.96,22.00,73.80,0.70,152.00,129.37,-22.63
2016,8,17,2,55,00,1014.70,21.80,78.90,1.60,94.00,71.37,-22.63
2016,8,17,3,25,00,1014.65,21.80,82.40,1.10,108.00,85.37,-22.63
2016,8,17,3,55,00,1014.32,21.50,80.70,2.50,81.00,58.37,-22.63
2016,8,17,4,25,00,1014.09,21.70,78.60,2.30,82.00,59.37,-22.63
2016,8,17,4,55,00,1013.84,21.60,72.00,4.80,57.00,34.37,-22.63
2016,8,17,5,25,00,1013.74,22.00,69.20,4.70,26.00,3.37,-22.63
2016,8,17,5,55,00,1013.55,22.10,67.40,4.90,31.00,8.37,-22.63
2016,8,17,6,25,00,1013.46,22.20,67.90,4.60,43.00,20.37,-22.63
2016,8,17,6,55,00,1013.54,21.90,69.50,5.80,42.00,19.37,-22.63
2016,8,17,7,25,00,1013.37,21.50,72.00,4.50,41.00,18.37,-22.63
2016,8,17,7,55,00,1013.07,21.60,71.20,4.60,34.00,11.37,-22.63
2016,8,17,8,25,00,1013.24,21.60,70.50,4.60,29.00,6.37,-22.63
2016,8,17,8,55,00,1013.45,21.70,70.10,3.30,60.00,37.37,-22.63
2016,8,17,9,25,00,1013.65,21.90,69.50,2.90,76.00,53.37,-22.63
2016,8,17,9,55,00,1013.69,22.10,66.10,3.50,78.00,55.37,-22.63
2016,8,17,10,25,00,1013.59,22.40,67.70,4.30,46.00,23.37,-22.63
2016,8,17,10,55,00,1013.56,21.90,75.90,5.30,56.00,33.37,-22.63
2016,8,17,11,25,00,1013.92,22.40,71.70,5.50,57.00,34.37,-22.63
2016,8,17,11,55,00,1014.39,22.60,70.30,2.90,23.00,0.37,-22.63
2016,8,17,12,25,00,1014.69,23.60,65.20,2.80,65.00,42.37,-22.63
2016,8,17,12,55,00,1014.71,23.90,66.30,4.10,57.00,34.37,-22.63
2016,8,17,13,25,00,1014.55,23.40,71.50,4.70,70.00,47.37,-22.63
2016,8,17,13,55,00,1014.06,24.50,63.90,2.70,52.00,29.37,-22.63
2016,8,17,14,25,00,1013.64,25.00,63.90,4.40,63.00,40.37,-22.63
2016,8,17,14,55,00,1013.34,24.00,73.70,4.40,111.00,88.37,-22.63
2016,8,17,15,25,00,1013.05,22.60,84.20,3.80,149.00,126.37,-22.63
2016,8,17,15,55,00,1012.53,22.70,87.10,1.90,167.00,144.37,-22.63
2016,8,17,16,25,00,1011.98,22.90,85.60,2.60,126.00,103.37,-22.63
2016,8,17,16,55,00,1011.28,23.20,82.00,4.00,127.00,104.37,-22.63
2016,8,17,17,25,00,1010.65,23.70,78.80,4.40,140.00,117.37,-22.63
2016,8,17,17,55,00,1010.32,23.90,78.50,3.80,123.00,100.37,-22.63
2016,8,17,18,25,00,1010.18,24.10,78.20,3.40,100.00,77.37,-22.63
2016,8,17,18,55,00,1010.00,24.30,74.90,3.50,101.00,78.37,-22.63
2016,8,17,19,25,00,1009.96,24.50,74.50,3.40,97.00,74.37,-22.63
2016,8,17,19,55,00,1010.01,24.90,73.40,2.70,95.00,72.37,-22.63
2016,8,17,20,25,00,1010.29,25.20,70.90,0.70,132.00,109.37,-22.63
2016,8,17,20,55,00,1010.51,25.30,71.20,2.90,108.00,85.37,-22.63
2016,8,17,22,25,00,1011.92,23.60,82.50,1.30,35.00,12.37,-22.63
2016,8,17,22,55,00,1012.23,23.50,82.50,1.10,152.00,129.37,-22.63
2016,8,17,23,25,00,1012.43,23.40,83.30,1.30,184.00,161.37,-22.63
2016,8,17,23,55,00,1012.78,23.20,85.90,2.20,199.00,176.37,-22.63
2016,8,18,0,25,00,1012.98,23.00,87.90,0.90,201.00,178.37,-22.63
2016,8,18,0,55,00,1013.12,22.80,89.50,1.80,153.00,130.37,-22.63
2016,8,18,1,25,00,1013.12,22.60,90.90,0.70,14.00,351.37,-22.63
2016,8,18,1,55,00,1013.31,22.60,90.70,2.20,145.00,122.37,-22.63
2016,8,18,2,25,00,1013.28,22.80,89.20,1.60,318.00,295.37,-22.63
2016,8,18,2,55,00,1013.39,23.40,82.70,2.20,238.00,215.37,-22.63
2016,8,18,3,25,00,1015.11,23.00,77.80,13.70,280.00,257.37,-22.63
2016,8,18,3,55,00,1015.51,23.80,75.80,10.90,276.00,253.37,-22.63
2016,8,18,4,25,00,1015.83,23.50,77.10,11.10,278.00,255.37,-22.63
2016,8,18,4,55,00,1016.22,23.40,79.00,10.10,280.00,257.37,-22.63
2016,8,18,5,25,00,1016.33,22.70,82.30,11.00,277.00,254.37,-22.63
2016,8,18,5,55,00,1016.52,22.40,80.10,10.70,277.00,254.37,-22.63
2016,8,18,6,25,00,1016.36,22.40,77.90,9.40,278.00,255.37,-22.63
2016,8,18,6,55,00,1016.31,22.90,72.80,2.90,284.00,261.37,-22.63
2016,8,18,7,25,00,1016.24,23.30,69.80,0.90,50.00,27.37,-22.63
2016,8,18,7,55,00,1016.31,22.90,73.60,1.50,237.00,214.37,-22.63
2016,8,18,8,25,00,1016.49,22.50,78.00,1.60,44.00,21.37,-22.63
2016,8,18,8,55,00,1016.52,22.60,73.50,1.70,50.00,27.37,-22.63
2016,8,18,9,25,00,1016.48,23.00,72.20,4.60,14.00,351.37,-22.63
2016,8,18,9,55,00,1016.34,23.40,68.40,3.80,20.00,357.37,-22.63
2016,8,18,10,25,00,1016.43,23.80,66.30,2.90,16.00,353.37,-22.63
2016,8,18,10,55,00,1017.13,23.90,64.00,1.70,246.00,223.37,-22.63
2016,8,18,11,25,00,1017.42,22.70,74.70,2.40,279.00,256.37,-22.63
2016,8,18,11,55,00,1017.69,22.70,74.70,1.80,311.00,288.37,-22.63
2016,8,18,12,25,00,1018.13,23.10,72.70,1.30,81.00,58.37,-22.63
2016,8,18,12,55,00,1018.63,22.50,83.50,3.00,243.00,220.37,-22.63
2016,8,18,13,25,00,1018.91,22.20,85.50,3.30,252.00,229.37,-22.63
2016,8,18,13,55,00,1018.90,22.20,85.00,2.60,220.00,197.37,-22.63
2016,8,18,14,25,00,1018.86,22.20,84.60,3.30,219.00,196.37,-22.63
2016,8,18,14,55,00,1018.77,22.20,85.60,2.40,239.00,216.37,-22.63
2016,8,18,15,25,00,1018.51,22.30,79.10,3.80,249.00,226.37,-22.63
2016,8,18,15,55,00,1018.32,22.40,83.10,4.30,232.00,209.37,-22.63
2016,8,18,16,25,00,1018.03,22.60,81.10,3.90,230.00,207.37,-22.63
2016,8,18,16,55,00,1017.73,22.50,83.20,2.80,243.00,220.37,-22.63
2016,8,18,17,25,00,1017.81,22.40,84.50,3.80,249.00,226.37,-22.63
2016,8,18,17,55,00,1017.73,22.40,86.50,3.80,251.00,228.37,-22.63
2016,8,18,18,25,00,1017.71,22.30,87.70,3.40,242.00,219.37,-22.63
2016,8,18,18,55,00,1017.92,22.20,87.60,3.50,254.00,231.37,-22.63
2016,8,18,19,55,00,1018.23,22.10,88.90,2.60,243.00,220.37,-22.63
2016,8,18,20,25,00,1018.54,22.20,88.90,2.40,244.00,221.37,-22.63
2016,8,18,20,55,00,1018.86,22.10,89.80,2.20,233.00,210.37,-22.63
2016,8,18,21,25,00,1019.30,22.00,90.20,2.00,244.00,221.37,-22.63
2016,8,18,21,55,00,1019.62,21.90,88.90,1.80,271.00,248.37,-22.63
2016,8,18,22,25,00,1020.00,22.10,85.80,1.60,261.00,238.37,-22.63
2016,8,18,22,55,00,1020.35,22.30,85.00,1.80,263.00,240.37,-22.63
2016,8,18,23,25,00,1020.47,22.30,85.90,0.90,247.00,224.37,-22.63
2016,8,18,23,55,00,1020.73,22.30,86.30,0.80,238.00,215.37,-22.63
2016,8,19,0,25,00,1020.92,22.30,86.30,1.10,237.00,214.37,-22.63
2016,8,19,0,55,00,1021.36,21.10,85.50,2.30,168.00,145.37,-22.63
2016,8,19,1,25,00,1021.55,21.20,89.30,2.00,241.00,218.37,-22.63
2016,8,19,1,55,00,1021.64,21.40,88.90,2.60,258.00,235.37,-22.63
2016,8,19,2,25,00,1021.68,21.50,88.30,1.60,273.00,250.37,-22.63
2016,8,19,2,55,00,1021.85,20.90,89.80,2.70,198.00,175.37,-22.63
2016,8,19,3,25,00,1021.75,20.90,91.00,4.70,101.00,78.37,-22.63
2016,8,19,3,55,00,1021.59,21.00,89.60,4.60,78.00,55.37,-22.63
2016,8,19,4,25,00,1021.36,20.70,90.00,2.50,48.00,25.37,-22.63
2016,8,19,4,55,00,1020.92,20.80,88.80,2.90,59.00,36.37,-22.63
2016,8,19,5,25,00,1020.33,20.80,89.50,3.30,58.00,35.37,-22.63
2016,8,19,5,55,00,1019.77,20.90,86.70,3.20,46.00,23.37,-22.63
2016,8,19,6,25,00,1019.52,21.40,82.70,5.40,54.00,31.37,-22.63
2016,8,19,6,55,00,1019.46,21.50,81.00,3.80,61.00,38.37,-22.63
2016,8,19,7,25,00,1019.60,21.60,81.00,2.40,32.00,9.37,-22.63
2016,8,19,7,55,00,1019.61,21.80,80.80,2.20,87.00,64.37,-22.63
2016,8,19,8,25,00,1019.81,21.70,82.00,2.00,70.00,47.37,-22.63
2016,8,19,8,55,00,1020.06,21.80,82.80,2.40,107.00,84.37,-22.63
2016,8,19,9,25,00,1020.16,21.70,83.00,2.40,92.00,69.37,-22.63
2016,8,19,9,55,00,1020.01,21.70,83.90,2.60,66.00,43.37,-22.63
2016,8,19,10,25,00,1020.18,21.80,81.80,3.00,83.00,60.37,-22.63
2016,8,19,10,55,00,1020.76,22.40,79.30,2.10,25.00,2.37,-22.63
2016,8,19,11,25,00,1020.91,22.50,78.50,3.40,50.00,27.37,-22.63
2016,8,19,11,55,00,1020.96,22.40,80.80,4.70,54.00,31.37,-22.63
2016,8,19,12,25,00,1021.07,22.50,79.00,4.40,51.00,28.37,-22.63
2016,8,19,12,55,00,1021.10,23.10,75.00,4.60,57.00,34.37,-22.63
2016,8,19,13,25,00,1020.71,23.20,78.70,3.90,100.00,77.37,-22.63
2016,8,19,13,55,00,1020.28,22.30,84.50,4.40,142.00,119.37,-22.63
2016,8,19,14,55,00,1019.01,22.50,87.00,5.80,127.00,104.37,-22.63
2016,8,19,15,25,00,1018.05,22.50,88.60,6.10,132.00,109.37,-22.63
2016,8,19,15,55,00,1016.93,22.50,88.10,7.40,128.00,105.37,-22.63
2016,8,19,16,25,00,1016.25,22.50,88.10,8.60,133.00,110.37,-22.63
2016,8,19,16,55,00,1015.97,22.40,88.80,7.40,143.00,120.37,-22.63
2016,8,19,17,25,00,1015.44,22.40,89.10,7.80,140.00,117.37,-22.63
2016,8,19,17,55,00,1014.91,22.40,89.60,7.60,138.00,115.37,-22.63
2016,8,19,18,25,00,1014.48,22.40,88.90,7.40,131.00,108.37,-22.63
2016,8,19,18,55,00,1014.51,22.60,88.10,7.40,131.00,108.37,-22.63
2016,8,19,19,25,00,1014.08,22.50,89.30,10.50,121.00,98.37,-22.63
2016,8,19,19,55,00,1014.05,22.40,90.70,9.50,124.00,101.37,-22.63
2016,8,19,20,25,00,1014.24,22.50,90.50,9.60,120.00,97.37,-22.63
2016,8,19,20,55,00,1014.16,22.50,90.30,9.60,118.00,95.37,-22.63
2016,8,19,21,25,00,1014.57,22.60,90.70,6.90,105.00,82.37,-22.63
2016,8,19,21,55,00,1014.68,22.80,89.40,1.90,101.00,78.37,-22.63
2016,8,19,22,25,00,1014.91,23.00,88.40,3.50,91.00,68.37,-22.63
2016,8,19,22,55,00,1015.18,22.90,89.20,1.10,335.00,312.37,-22.63
2016,8,19,23,25,00,1015.01,22.60,90.70,1.40,179.00,156.37,-22.63
2016,8,19,23,55,00,1014.83,22.70,90.00,1.10,62.00,39.37,-22.63
2016,8,20,0,25,00,1014.69,22.80,89.20,0.90,113.00,90.37,-22.63
2016,8,20,0,55,00,1014.41,22.60,90.60,1.50,77.00,54.37,-22.63
2016,8,20,1,25,00,1014.38,22.70,87.70,1.50,30.00,7.37,-22.63
2016,8,20,1,55,00,1014.06,22.90,85.90,1.50,47.00,24.37,-22.63
2016,8,20,2,25,00,1013.64,23.80,78.00,4.50,63.00,40.37,-22.63
2016,8,20,2,55,00,1013.51,24.30,73.30,4.30,60.00,37.37,-22.63
2016,8,20,3,55,00,1012.51,23.90,75.30,3.70,63.00,40.37,-22.63
2016,8,20,4,25,00,1012.29,23.90,76.50,4.20,61.00,38.37,-22.63
2016,8,20,4,55,00,1011.92,23.40,79.30,4.50,90.00,67.37,-22.63
2016,8,20,5,25,00,1011.61,23.10,81.70,4.80,91.00,68.37,-22.63
2016,8,20,5,55,00,1011.61,22.90,82.50,4.40,86.00,63.37,-22.63
2016,8,20,6,25,00,1011.46,22.70,83.90,4.10,70.00,47.37,-22.63
2016,8,20,6,55,00,1011.33,23.00,82.60,3.70,106.00,83.37,-22.63
2016,8,20,7,25,00,1011.29,22.60,85.80,4.60,120.00,97.37,-22.63
2016,8,20,7,55,00,1011.03,22.50,83.30,5.70,94.00,71.37,-22.63
2016,8,20,8,25,00,1011.10,23.10,78.20,4.20,98.00,75.37,-22.63
2016,8,20,8,55,00,1011.49,25.00,70.90,4.70,112.00,89.37,-22.63
2016,8,20,9,25,00,1011.80,25.00,65.10,3.60,91.00,68.37,-22.63
2016,8,20,9,55,00,1012.42,25.80,64.90,2.80,235.00,212.37,-22.63
2016,8,20,10,25,00,1013.03,23.00,81.90,3.60,234.00,211.37,-22.63
2016,8,20,10,55,00,1013.35,21.90,89.90,5.50,247.00,224.37,-22.63
2016,8,20,11,25,00,1014.35,21.40,92.30,6.50,244.00,221.37,-22.63
2016,8,20,11,55,00,1014.93,21.40,91.60,8.30,248.00,225.37,-22.63
2016,8,20,12,25,00,1014.84,21.40,90.90,8.10,260.00,237.37,-22.63
2016,8,20,12,55,00,1015.07,21.30,90.30,8.20,260.00,237.37,-22.63
2016,8,20,13,25,00,1015.02,21.40,89.20,9.30,262.00,239.37,-22.63
2016,8,20,13,55,00,1014.96,21.20,89.10,8.60,263.00,240.37,-22.63
2016,8,20,14,25,00,1015.13,21.30,88.70,7.10,252.00,229.37,-22.63
2016,8,20,14,55,00,1014.78,21.20,89.00,4.80,233.00,210.37,-22.63
2016,8,20,15,25,00,1014.23,21.20,89.60,3.70,243.00,220.37,-22.63
2016,8,20,15,55,00,1014.11,21.20,89.90,3.20,244.00,221.37,-22.63
2016,8,20,16,25,00,1013.57,21.10,90.40,3.90,246.00,223.37,-22.63
2016,8,20,16,55,00,1013.13,21.10,90.50,4.00,258.00,235.37,-22.63
2016,8,20,17,25,00,1012.95,21.10,90.70,3.80,256.00,233.37,-22.63
2016,8,20,17,55,00,1012.97,21.10,90.30,3.80,241.00,218.37,-22.63
2016,8,20,18,25,00,1012.99,21.20,90.40,3.70,245.00,222.37,-22.63
2016,8,20,18,55,00,1013.30,21.30,91.00,4.80,259.00,236.37,-22.63
2016,8,20,19,25,00,1013.62,21.20,91.70,3.70,260.00,237.37,-22.63
2016,8,20,19,55,00,1013.30,21.10,92.30,2.60,218.00,195.37,-22.63
2016,8,20,20,25,00,1013.37,21.10,92.10,2.90,243.00,220.37,-22.63
2016,8,20,20,55,00,1013.50,21.00,92.30,0.90,127.00,104.37,-22.63
2016,8,20,21,25,00,1013.23,21.10,92.30,1.60,101.00,78.37,-22.63
2016,8,20,21,55,00,1012.93,21.10,92.40,1.80,62.00,39.37,-22.63
2016,8,20,22,25,00,1012.52,21.10,92.80,1.60,41.00,18.37,-22.63
2016,8,20,22,55,00,1012.48,21.20,92.80,0.70,11.00,348.37,-22.63
2016,8,20,23,25,00,1012.23,21.30,92.90,1.00,194.00,171.37,-22.63
2016,8,20,23,55,00,1012.22,21.50,92.80,2.30,203.00,180.37,-22.63
2016,8,21,0,25,00,1012.16,21.40,92.70,2.40,175.00,152.37,-22.63
2016,8,21,0,55,00,1011.99,21.40,93.10,1.60,202.00,179.37,-22.63
2016,8,21,1,25,00,1011.49,21.30,93.40,0.60,80.00,57.37,-22.63
2016,8,21,1,55,00,1011.78,21.30,93.60,1.70,235.00,212.37,-22.63
2016,8,21,2,25,00,1011.95,21.40,94.30,4.50,264.00,241.37,-22.63
2016,8,21,2,55,00,1011.58,21.20,94.90,3.20,235.00,212.37,-22.63
2016,8,21,3,25,00,1011.41,21.20,95.40,6.00,249.00,226.37,-22.63
2016,8,21,3,55,00,1011.33,21.20,95.90,6.10,248.00,225.37,-22.63
2016,8,21,4,25,00,1011.43,21.20,96.00,6.80,259.00,236.37,-22.63
2016,8,21,4,55,00,1012.04,21.20,95.20,8.10,276.00,253.37,-22.63
2016,8,21,5,25,00,1011.96,21.20,95.30,7.90,274.00,251.37,-22.63
2016,8,21,5,55,00,1010.58,21.10,94.70,1.90,251.00,228.37,-22.63
2016,8,21,6,25,00,1009.82,21.00,94.80,0.70,261.00,238.37,-22.63
2016,8,21,6,55,00,1009.96,21.10,94.90,2.20,242.00,219.37,-22.63
2016,8,21,7,25,00,1009.96,21.10,95.10,1.90,242.00,219.37,-22.63
2016,8,21,7,55,00,1010.06,21.10,94.90,2.30,245.00,222.37,-22.63
2016,8,21,8,25,00,1010.03,21.20,94.50,2.20,253.00,230.37,-22.63
2016,8,21,8,55,00,1011.74,21.30,93.70,4.10,283.00,260.37,-22.63
2016,8,21,9,25,00,1012.42,21.20,95.10,7.90,265.00,242.37,-22.63
2016,8,21,9,55,00,1013.17,21.10,95.30,9.50,274.00,251.37,-22.63
2016,8,21,10,25,00,1013.32,20.80,94.10,7.80,278.00,255.37,-22.63
2016,8,21,10,55,00,1012.67,21.00,91.50,6.90,285.00,262.37,-22.63
2016,8,21,11,25,00,1013.27,21.20,90.60,3.80,272.00,249.37,-22.63
2016,8,21,11,55,00,1013.15,20.80,92.60,3.20,264.00,241.37,-22.63
2016,8,21,12,25,00,1014.40,20.70,92.90,4.00,265.00,242.37,-22.63
2016,8,21,12,55,00,1014.08,20.40,93.20,1.80,274.00,251.37,-22.63
2016,8,21,13,25,00,1012.62,20.60,93.20,5.10,72.00,49.37,-22.63
2016,8,21,13,55,00,1012.75,21.90,85.90,5.60,53.00,30.37,-22.63
2016,8,21,14,25,00,1012.08,22.10,85.60,5.20,61.00,38.37,-22.63
2016,8,21,14,55,00,1011.58,22.30,85.70,3.90,55.00,32.37,-22.63
2016,8,21,15,25,00,1011.05,22.60,81.70,4.90,54.00,31.37,-22.63
2016,8,21,15,55,00,1010.06,23.30,77.70,7.20,50.00,27.37,-22.63
2016,8,21,16,25,00,1009.81,23.40,78.30,4.40,61.00,38.37,-22.63
2016,8,21,16,55,00,1009.30,23.30,79.60,4.50,77.00,54.37,-22.63
2016,8,21,17,25,00,1009.17,22.50,86.20,4.90,87.00,64.37,-22.63
2016,8,21,17,55,00,1008.90,24.10,68.60,3.70,355.00,332.37,-22.63
2016,8,21,18,25,00,1008.93,25.50,62.00,5.90,338.00,315.37,-22.63
2016,8,21,18,55,00,1010.15,27.50,58.70,6.90,268.00,245.37,-22.63
2016,8,21,19,55,00,1014.43,20.60,80.40,15.60,275.00,252.37,-22.63
2016,8,21,20,25,00,1015.01,20.40,81.20,16.40,272.00,249.37,-22.63
2016,8,21,20,55,00,1015.49,20.20,80.70,17.30,273.00,250.37,-22.63
2016,8,21,21,25,00,1016.13,19.90,83.10,17.00,274.00,251.37,-22.63
2016,8,21,21,55,00,1016.71,19.10,87.00,16.20,269.00,246.37,-22.63
2016,8,21,22,25,00,1017.11,19.10,85.30,16.80,271.00,248.37,-22.63
2016,8,21,22,55,00,1017.74,19.30,83.60,16.40,272.00,249.37,-22.63
2016,8,21,23,55,00,1019.49,18.20,88.20,16.20,265.00,242.37,-22.63
2016,8,22,0,25,00,1019.89,19.00,81.60,14.80,271.00,248.37,-22.63
2016,8,22,0,55,00,1020.54,18.70,81.70,15.10,272.00,249.37,-22.63
2016,8,22,1,25,00,1020.92,19.00,79.30,14.50,275.00,252.37,-22.63
2016,8,22,1,55,00,1021.18,18.70,78.70,14.00,272.00,249.37,-22.63
2016,8,22,2,25,00,1020.94,18.80,81.80,14.20,277.00,254.37,-22.63
2016,8,22,2,55,00,1021.44,17.90,90.90,12.30,269.00,246.37,-22.63
2016,8,22,3,25,00,1021.31,17.90,87.70,12.60,266.00,243.37,-22.63
2016,8,22,3,55,00,1021.54,17.30,86.60,12.40,279.00,256.37,-22.63
2016,8,22,4,25,00,1021.60,17.90,83.50,7.20,287.00,264.37,-22.63
2016,8,22,4,55,00,1021.24,17.90,82.50,5.50,294.00,271.37,-22.63
2016,8,22,5,25,00,1021.05,18.30,78.60,6.30,292.00,269.37,-22.63
2016,8,22,5,55,00,1020.92,17.60,88.00,11.00,261.00,238.37,-22.63
2016,8,22,6,25,00,1020.73,17.40,89.90,9.10,248.00,225.37,-22.63
2016,8,22,6,55,00,1020.93,17.10,89.30,8.30,259.00,236.37,-22.63
2016,8,22,7,25,00,1021.00,17.20,76.00,8.00,239.00,216.37,-22.63
2016,8,22,7,55,00,1021.06,17.80,75.90,5.80,285.00,262.37,-22.63
2016,8,22,8,25,00,1021.40,18.80,75.40,11.20,250.00,227.37,-22.63
2016,8,22,8,55,00,1021.82,18.20,71.60,5.40,280.00,257.37,-22.63
2016,8,22,9,25,00,1022.10,19.10,66.00,6.90,244.00,221.37,-22.63
2016,8,22,9,55,00,1022.23,18.60,73.00,3.70,311.00,288.37,-22.63
2016,8,22,10,25,00,1022.47,18.80,71.80,4.60,265.00,242.37,-22.63
2016,8,22,10,55,00,1023.00,18.90,72.60,8.40,237.00,214.37,-22.63
2016,8,22,11,55,00,1023.96,17.30,81.30,3.20,257.00,234.37,-22.63
2016,8,22,12,25,00,1024.19,17.60,79.60,3.00,326.00,303.37,-22.63
2016,8,22,12,55,00,1024.45,18.70,74.50,1.90,347.00,324.37,-22.63
2016,8,22,13,25,00,1024.94,17.00,85.40,5.30,286.00,263.37,-22.63
2016,8,22,13,55,00,1024.85,18.30,72.80,6.30,238.00,215.37,-22.63
2016,8,22,14,25,00,1024.60,18.70,71.50,3.30,255.00,232.37,-22.63
2016,8,22,14,55,00,1024.54,19.00,70.10,3.20,251.00,228.37,-22.63
2016,8,22,15,25,00,1024.31,19.00,71.10,3.60,257.00,234.37,-22.63
2016,8,22,15,55,00,1024.22,18.30,81.20,7.50,254.00,231.37,-22.63
2016,8,22,16,25,00,1023.88,18.00,77.10,7.80,252.00,229.37,-22.63
2016,8,22,16,55,00,1023.56,18.50,73.60,6.40,264.00,241.37,-22.63
2016,8,22,17,25,00,1023.38,17.60,82.10,7.70,268.00,245.37,-22.63
2016,8,22,17,55,00,1023.35,17.60,81.90,7.20,271.00,248.37,-22.63
2016,8,22,18,25,00,1023.25,18.20,73.90,5.50,278.00,255.37,-22.63
2016,8,22,18,55,00,1023.43,17.90,80.10,7.50,269.00,246.37,-22.63
2016,8,22,19,25,00,1023.86,17.30,81.00,7.40,240.00,217.37,-22.63
2016,8,22,19,55,00,1023.80,17.70,76.10,3.50,242.00,219.37,-22.63
2016,8,22,20,25,00,1023.72,18.40,64.70,1.70,234.00,211.37,-22.63
2016,8,22,20,55,00,1024.02,17.80,81.00,5.60,271.00,248.37,-22.63
2016,8,22,21,25,00,1024.13,18.00,75.90,4.80,279.00,256.37,-22.63
2016,8,22,21,55,00,1024.18,18.10,74.70,3.40,316.00,293.37,-22.63
2016,8,22,22,25,00,1024.23,18.20,70.90,2.40,314.00,291.37,-22.63
2016,8,22,22,55,00,1024.29,18.30,69.30,3.20,311.00,288.37,-22.63
2016,8,22,23,25,00,1024.43,18.50,69.50,2.30,296.00,273.37,-22.63
2016,8,22,23,55,00,1024.54,18.50,68.80,2.30,295.00,272.37,-22.63
2016,8,23,0,55,00,1025.04,18.10,77.40,4.10,10.00,347.37,-22.63
2016,8,23,1,25,00,1025.12,17.70,78.40,3.80,4.00,341.37,-22.63
2016,8,23,1,55,00,1025.15,17.70,76.80,3.60,356.00,333.37,-22.63
2016,8,23,2,25,00,1025.15,17.90,74.90,2.10,353.00,330.37,-22.63
2016,8,23,2,55,00,1025.08,18.00,73.40,2.50,17.00,354.37,-22.63
2016,8,23,3,25,00,1025.04,17.90,75.50,1.00,289.00,266.37,-22.63
